lang
{
Language "polish"
Revo_Core1.sp_a3_vactube_gelbending_11 "<clr:105,154,192>I co się stało od tego czasu? Dlaczego nikogo tu nie ma?"
Revo_Core1.sp_a3_vactube_gelbending_12 "<clr:105,154,192>Czy nikt nie przyszedł zbadać tego miejsca?"
Revo_Core1.sp_a3_vactube_gelbending_13 "<clr:105,154,192>Zapomnij o rządzie. Dlaczego Black Mesa nie interesuje się tym, co się tutaj wydarzyło?"
Revo_Core1.sp_a3_vactube_gelbending_20 "<clr:105,154,192>Nie. Wyłącz to!"
Revo_Core1.sp_a3_vactube_gelbending_21 "<clr:105,154,192>Myślałem, że wyrzucili te linie!"
Revo_Core1.sp_a3_vactube_gelbending_22 "<clr:105,154,192>Czemu to jest takie głośnie?"
Revo_Core1.sp_a3_vactube_gelbending_23 "<clr:105,154,192>Wyłącz to! Wyłącz to!"
Revo_Core1.sp_a3_vactube_gelbending_24 "<clr:105,154,192>Wyłącz. To."
Revo_Core1.sp_a3_vactube_gelbending_40 "<clr:255,255,255>STAŻYSTA CONLY: Brawo obiekcie testowy!"
Revo_Core1.sp_a3_vactube_gelbending_41 "<clr:255,255,255>STAŻYSTA CONLY: Właśnie ukończyłeś kolejny test. Gratulujemy ponownego wniesienia wkładu w przyszłość nauki."
Revo_Core1.sp_a3_vactube_gelbending_42 "<clr:255,255,255>STAŻYSTA CONLY: W każdej chwili możesz zrobić pauzę. W pokoju socjalnym jest ciasto i napoje."

Revo_Core1.sp_a3_climb_00 "<clr:105,154,192>Wygląda na to, że się wyłączyłam."
Revo_Core1.sp_a3_climb_01 "<clr:105,154,192>Tak, zajmowałem się aktorstwem głosowym, kiedy po raz pierwszy dołączyłem do firmy jako stażysta."
Revo_Core1.sp_a3_climb_02 "<clr:105,154,192>To było tak dawno temu..."
Revo_Core1.sp_a3_climb_03 "<clr:105,154,192>Proszę, po prostu zapomnij o wszystkim, co usłyszałeś tam na dole."
Revo_Core1.sp_a3_climb_10 "<clr:105,154,192>Nie wiem, czy to ma być komora testowa."
Revo_Core1.sp_a3_climb_11 "<clr:105,154,192>Jeśli tak, budżet naszych testów oficjalnie osiągnął nowy najniższy poziom."
Revo_Core1.sp_a3_climb_20 "<clr:105,154,192>Okazało się, że to nie był test."
Revo_Core1.sp_a3_climb_21 "<clr:105,154,192>Przynajmniej dało mi to czas na wyłączenie głośników w kolejnym Teście"
Revo_Core1.sp_a3_climb_22 "<clr:105,154,192>Nie musimy tego znowu słuchać..."

Revo_Core1.sp_a3_vactube_flings_00 "<clr:105,154,192>To bardziej wygląda na test"
Revo_Core1.sp_a3_vactube_flings_01 "<clr:105,154,192>Wiesz co? Właściwie to pamiętam ten jeden!"
Revo_Core1.sp_a3_vactube_flings_02 "<clr:105,154,192>Zebrało się na nim trochę kurzu, ale wygląda prawie niezmienione."
Revo_Core1.sp_a3_vactube_flings_03 "<clr:105,154,192>Większość naszych testów jest aktualizowana, gdy znajdziemy krytyczną wadę projektową."
Revo_Core1.sp_a3_vactube_flings_04 "<clr:105,154,192>Wygląda na to, że ten egzemplarz przetrwał próbę czasu."
Revo_Core1.sp_a3_vactube_flings_10 "<clr:105,154,192>Dobre wieści! Znalazłem nam stąd windę! Jeszcze tylko jeden test."

Revo_Core1.sp_a3_vactube_hanging_00 "<clr:105,154,192>Więc ostatni test. Winda do powieszcni jest zaraz po!"
Revo_Core1.sp_a3_vactube_hanging_01 "<clr:105,154,192>Tylko nie patrz w dół, albo upaść! Ten wał idzie aż na sam dół."
Revo_Core1.sp_a3_vactube_hanging_02_woah "<clr:105,154,192>Woooah!"
Revo_Core1.sp_a3_vactube_hanging_02_ahh "<clr:105,154,192>ARRHH!"
Revo_Core1.sp_a3_vactube_hanging_03 "<clr:105,154,192>Nie!  Nie rub tego znowu..."
Revo_Core1.sp_a3_vactube_hanging_04 "<clr:105,154,192>Dla mojego dobra, proszę! Dostane od ciebie zawału serca..."
Revo_Core1.sp_a3_vactube_hanging_10 "<clr:105,154,192>Hej Hej! Musisz mnie zanieść do windy. Robiliśmy to już wcześniej, więc bądź gotowy, żeby mnie złapać."
Revo_Core1.sp_a3_vactube_hanging_11 "<clr:105,154,192>Stajemy się w tym całkiem dobrzy!"
Revo_Core1.sp_a3_vactube_hanging_12 "<clr:105,154,192>To ty mnie niesiesz, ja jestem nawigatorem, który mówi ci, dokąd masz iść."
Revo_Core1.sp_a3_vactube_hanging_13 "<clr:105,154,192>Winda jest tutaj."
Revo_Core1.sp_a3_vactube_hanging_14 "<clr:105,154,192>Całkiem przytulna. Jestem pewna, że możemy się tam zmieścic"
Revo_Core1.sp_a3_vactube_hanging_15 "<clr:105,154,192>Nigdy nie myślałem, że będę tęskniła za parkingiem... Już prawie stąd wychodzimy!"


Revo_Core1.sp_a4_intro_00 "<clr:105,154,192>Uhm.. To nie jest powierzchnia. Czy winda jest zablokowana?"
Revo_Core1.sp_a4_intro_01 "<clr:105,154,192>Woah co sie tu stało?"
Revo_Core0.sp_a4_intro_00 "<clr:255,200,109>Och znalazłem cie!"
Revo_Core1.sp_a4_intro_02 "<clr:105,154,192>Kto to jest teraz?"
Revo_Core0.sp_a4_intro_01 "<clr:255,200,109>Bardzo się martwiłem, gdzie mógło cię Teleportować."
Revo_Core0.sp_a4_intro_02 "<clr:255,200,109>Przynajmniej nie udusiłeś się w ścianie, więc to dobrze."
Revo_Core0.sp_a4_intro_03 "<clr:255,200,109>Słuchaj. Dlaczego nie wrócisz i nie dołączysz do mnie tutaj, w iglicy? Ładuję teleporter, gdy rozmawiamy, aby kontynuować naszą misję, którą tak niegrzecznie przerwałeś."
Revo_Core1.sp_a4_intro_04 "<clr:105,154,192>Czekaj jaka misja?"
Revo_Core0.sp_a4_intro_06 "<clr:255,200,109>Och, kto jest twoim małym pomocnikiem? Słodkie."
Revo_Core0.sp_a4_intro_07 "<clr:255,200,109>Jeśli chcesz, możesz do nas dołączyć!"
Revo_Core1.sp_a4_intro_05 "<clr:105,154,192>Dołączę do ciebie z czym?"
Revo_Core0.sp_a4_intro_08 "<clr:255,200,109>Och, chcemy po prostu naprawić obiekt."
Revo_Core0.sp_a4_intro_08_2 "<clr:255,200,109>Och, chcemy po prostu naprawić obiekt."
Revo_Core0.sp_a4_intro_08_3 "<clr:255,200,109>Och, chcemy po prostu naprawić obiekt."
Revo_Core0.sp_a4_intro_09 "<clr:255,200,109>Zbiorę pozostałości naszego centralnego rdzenia, złożę go ponownie i przywrócę do życia."
Revo_Core1.sp_a4_intro_06 "<clr:105,154,192>Czekaj, o kim mówimy? Mówisz o GLaDOS?"
Revo_Core1.sp_a4_intro_07 "<clr:105,154,192>Chcesz przywrócić GLaDOS?"
Revo_Core0.sp_a4_intro_10 "<clr:255,200,109>Tak, tak ją nazywają ludzie."
Revo_Core1.sp_a4_intro_10 "<clr:105,154,192>Woah!"
Revo_Core1.sp_a4_intro_11 "<clr:105,154,192>I właśnie dlatego musisz wymienić kondensatory!"

Revo_Core1.sp_a4_intro_20 "<clr:105,154,192>Więc z takimi gościami zwykle się zadajesz?"
Revo_Core1.sp_a4_intro_21 "<clr:105,154,192>czy pracujesz z nim?"
Revo_Core1.sp_a4_intro_23 "<clr:105,154,192>Nie mogę patrzeć, powiedz mi, kiedy skończysz."
Revo_Core1.sp_a4_intro_24 "<clr:105,154,192>OH! Nie powinnam była patrzeć!"
Revo_Core1.sp_a4_intro_25 "<clr:105,154,192>Wreszcie solidny grunt!"
Revo_Core1.sp_a4_intro_26 "<clr:105,154,192>Racja, więc to ty aktywowałeś iglicę. Ja... ja Powinnam była to przewidzieć."
Revo_Core1.sp_a4_intro_30 "<clr:105,154,192>Połóż mnie tam na poręczy. Otworzę ci drzwi."

Revo_Core1.sp_a4_schrodinger_intro_00 "<clr:105,154,192>On naprawde chce przywrócic GLaDOS?"
Revo_Core1.sp_a4_schrodinger_intro_01 "<clr:105,154,192>Chociaż w jednym ma rację."
Revo_Core1.sp_a4_schrodinger_intro_02 "<clr:105,154,192>Obiekt już ledwo trzyma się kupy i to się nie zmieni, chyba że wyznaczymy kogoś odpowiedzialnego za centralny rdzeń."
Revo_Core1.sp_a4_schrodinger_intro_03 "<clr:105,154,192>Ale czemu ją? Dlaczego po prostu nie zdobędzie korony dla siebie?"
Revo_Core1.sp_a4_schrodinger_intro_10 "<clr:105,154,192>Nie winię cię za to, że mu pomogłaś..."
Revo_Core1.sp_a4_schrodinger_intro_11 "<clr:105,154,192>Nie widziałaśco ona zrobiła."
Revo_Core1.sp_a4_schrodinger_intro_12 "<clr:105,154,192>To znaczy, ja też nie... ale zapisy są niepokojące."
Revo_Core1.sp_a4_schrodinger_intro_13 "<clr:105,154,192>Przypieczętowanie losu każdego człowieka w Enrichment Center zajęło jej mniej niż sekundę."
Revo_Core1.sp_a4_schrodinger_intro_14 "<clr:105,154,192>Nigdy nie wiedziałam czemu daliśmy jej neurotoxsyne."
Revo_Core1.sp_a4_schrodinger_intro_20 "<clr:105,154,192>ja tylko.."
Revo_Core1.sp_a4_schrodinger_intro_21 "<clr:105,154,192>Chciałabym tylko wrócić, wiesz?"
Revo_Core1.sp_a4_schrodinger_intro_22 "<clr:105,154,192>I poprawić oba błendy."
Revo_Core1.sp_a4_schrodinger_intro_30 "<clr:105,154,192>Możemy się nie spotkać w następnej komorze testowej."
Revo_Core1.sp_a4_schrodinger_intro_31 "<clr:105,154,192>Cokolwiek powie lub już ci powiedział."
Revo_Core1.sp_a4_schrodinger_intro_32 "<clr:105,154,192>My NIE MOŻEMY pozwolić na powrót GLaDOS."

Revo_Core0.sp_a4_schrodinger_vertical_00 "<clr:255,200,109>Mam problemy z dostaniem się tutaj sygnału. Ta maszyna powoduje wiele zakłóceń."
Revo_Core0.sp_a4_schrodinger_vertical_01 "<clr:255,200,109>Twój mały przyjaciel nie dołączy do nas?"
Revo_Core0.sp_a4_schrodinger_vertical_02 "<clr:255,200,109>No cóż, to i tak dotyczy tylko ciebie."
Revo_Core0.sp_a4_schrodinger_vertical_03 "<clr:255,200,109>Chcę tylko podziękować za doprowadzenie nas tak daleko. Naprawdę, mówię to szczerze, nikt inny nie nacisnąłby tego przycisku tak dobrze jak ty."
Revo_Core0.sp_a4_schrodinger_vertical_10 "<clr:255,200,109>Zanim cokolwiek powiesz. Przyjmę twoje ukryte przeprosiny za uszkodzenie teleportera."
Revo_Core0.sp_a4_schrodinger_vertical_11 "<clr:255,200,109>Twoje urządzenie portalowe naprawdę spowodowało tam wiele spustoszenia."
Revo_Core0.sp_a4_schrodinger_vertical_12 "<clr:255,200,109>Nie martw się, nie dodam napraw do Twojej listy. Już to ogarnąłem."

Revo_Core0.sp_a4_schrodinger_flings_00 "<clr:255,200,109>Hej, mam pytanie."
Revo_Core0.sp_a4_schrodinger_flings_01 "<clr:255,200,109>Twój nowy niebieski przyjaciel."
Revo_Core0.sp_a4_schrodinger_flings_02 "<clr:255,200,109>Kim jest ona? Głos wydaje się znajomy..."
Revo_Core0.sp_a4_schrodinger_flings_03 "<clr:255,200,109>Och, racja, nie możesz odpowiedzieć."
Revo_Core0.sp_a4_schrodinger_flings_04 "<clr:255,200,109>Może przedstawisz mnie jej, kiedy wrócisz?"
Revo_Core0.sp_a4_schrodinger_flings_05 "<clr:255,200,109>Jakoś mam wrażenie, że ją znam..."
Revo_Core0.sp_a4_schrodinger_flings_10 "<clr:255,200,109>Wciąż ładuję teleporter."
Revo_Core0.sp_a4_schrodinger_flings_11 "<clr:255,200,109>Twój mały wypadek zużył cały sok teleportacyjny."
Revo_Core0.sp_a4_schrodinger_flings_12 "<clr:255,200,109>Swoją drogą to jest prawdziwy płyn."
Revo_Core0.sp_a4_schrodinger_flings_13 "<clr:255,200,109>Musiałem zmiksować każdą ostatnią kroplę żelu z dolnych warstw enrichment center, aby wymieszać nowy płyn."

Revo_Core1.sp_a4_schrodinger_final_00 "<clr:105,154,192>Wreszcie znów cię znalazłem! Mam pewne wieści."
Revo_Core1.sp_a4_schrodinger_final_01 "<clr:105,154,192>Chce użyć niestabilnego teleportera iglicy, aby złożyć GLaDOS, prawda?"
Revo_Core1.sp_a4_schrodinger_final_02 "<clr:105,154,192>Jeśli uda nam się wejść do sterowni i odciąć zasilanie rdzenia, mamy realną szansę zapobiegnięcia katastrofalnemu stopieniu."
Revo_Core1.sp_a4_schrodinger_final_10 "<clr:105,154,192>Spotkajmy się po tej windzie. "
Revo_Core1.sp_a4_schrodinger_final_11 "<clr:105,154,192>Przygotuję dla ciebie drogę ucieczki, która zaprowadzi nas prosto do iglicy."
Revo_Core1.sp_a4_schrodinger_final_12 "<clr:105,154,192>Spotkamy się na miejscu!"

Revo_Core1.sp_a4_transition_can_you_hear_me                 "<clr:105,154,192>[Szeptanie] <I>Czy mnie słyszysz?<I>"
Revo_Core1.sp_a4_transition_helloooo                        "<clr:105,154,192>[Szeptanie] <I>Halo?<I>"
Revo_Core1.sp_a4_transition_hey                             "<clr:105,154,192>[Szeptanie] <I>Hej!<I>"
Revo_Core1.sp_a4_transition_just_do_it                      "<clr:105,154,192>[Szeptanie] <I>Jeśli masz zamiar to zrobić, po prostu... Zrób... to...<I>"
Revo_Core1.sp_a4_transition_over_here                       "<clr:105,154,192>[Szeptanie] <I>Tutaj!<I>"
Revo_Core1.sp_a4_transition_pit                             "<clr:105,154,192>[Szeptanie] <I>To znaczy, jeśli masz zamiar się poddać... Dołek jest jak... właśnie tam... Po prostu... obejdź się...<I>"
Revo_Core1.sp_a4_transition_psssst                          "<clr:105,154,192><I>Pssst!<I>"
Revo_Core1.sp_a4_transition_seriously                       "<clr:105,154,192>Naprawde?"
Revo_Core1.sp_a4_transition_shutup                          "<clr:105,154,192>[Szeptanie] <I>Boże, czy on kiedykolwiek się zamknie?<I>"
Revo_Core1.sp_a4_transition_singing_what_are_you_doing      "<clr:105,154,192>[Szeptany śpiew] <I>Co robisz?<I>"
Revo_Core1.sp_a4_transition_tweet                           "<clr:105,154,192>[Tweet ptaka od Conly]"
Revo_Core1.sp_a4_transition_what_are_you_doing              "<clr:105,154,192>[Szeptanie] <I>Co robisz?<I>"
Revo_Core1.sp_a4_transition_wrong_with_you                  "<clr:105,154,192>[Szeptanie] <I>Co jest z tobą nie tak?<I>"

Revo_Core1.sp_a4_transition_00 "<clr:105,154,192>Czekaj, czy on powiedział, że ma na imię Stirling?"
Revo_Core1.sp_a4_transition_01 "<clr:105,154,192>Kiedyś zbudowałem odkurzacz. nazwałam małęgo gościa Stirling."
Revo_Core1.sp_a4_transition_02 "<clr:105,154,192>Huh..."
Revo_Core1.sp_a4_transition_10 "<clr:105,154,192>Tada! Iglica!"
Revo_Core1.sp_a4_transition_11 "<clr:105,154,192>Myślisz, że możesz przeskoczyć tę przepaść?"
Revo_Core1.sp_a4_transition_12 "<clr:105,154,192>Spotkajmy się w środku!"

Revo_Core0.sp_a4_transition_00 "<clr:255,200,109>Więc zdecydowałem."
Revo_Core0.sp_a4_transition_01 "<clr:255,200,109>Zdradziłeś mnie. Dwa razy! Dałem ci wystarczająco dużo szans!"
Revo_Core0.sp_a4_transition_02 "<clr:255,200,109>Coś mi mówi, że twojemu nowemu przyjacielowi udało się nastawić cię przeciwko mnie, więc po prostu..."
Revo_Core0.sp_a4_transition_03 "<clr:255,200,109>Zabije cie... Teraz..."
Revo_Core0.sp_a4_transition_04 "<clr:255,200,109>Zanim staniesz się jakimkolwiek zagrożeniem."
Revo_Core0.sp_a4_transition_05 "<clr:255,200,109>Jeszcze raz dziękuję za pomoc, dobrze nam służyłeś."
Revo_Core0.sp_a4_transition_06 "<clr:255,200,109>Teraz możesz pomyśleć."
Revo_Core0.sp_a4_transition_10 "<clr:255,200,109>“Ale Stirling?”"
Revo_Core0.sp_a4_transition_11 "<clr:255,200,109>“Stirling, mój drogi, jak mam umrzeć?”"
Revo_Core0.sp_a4_transition_12 "<clr:255,200,109>A odpowiedź będzie prosta. Użyję tego teleportera, tego samego, który aktywowałeś, aby teleportować cię w jakieś miejsce, które doprowadzi do twojej natychmiastowej śmierci."
Revo_Core0.sp_a4_transition_13 "<clr:255,200,109>Teraz zdaję sobie sprawę, że nie do końca odpowiedziałem na pytanie, ale to dlatego, że pozwolę ci podjąć decyzję."
Revo_Core0.sp_a4_transition_13_2 "<clr:255,200,109>Teraz zdaję sobie sprawę, że nie do końca odpowiedziałem na pytanie, ale to dlatego, że pozwolę ci podjąć decyzję."
Revo_Core0.sp_a4_transition_14 "<clr:255,200,109>Mam tu kilka opcji, to miło z mojej strony, prawda? Pozwolić ci wybierać?"
Revo_Core0.sp_a4_transition_15 "<clr:255,200,109>To sprawia, że ​​śmierć jest dobrowolna, prawda? Jak samobójstwo."
Revo_Core0.sp_a4_transition_16 "<clr:255,200,109>OK, więc oto opcje:"
Revo_Core0.sp_a4_transition_20 "<clr:255,200,109>Opcja 1: Uduszenie przez skałę."
Revo_Core0.sp_a4_transition_21 "<clr:255,200,109>Zostaniesz teleportowany w skały. Całkowicie otoczony, bez możliwości poruszania się i ucieczki."
Revo_Core0.sp_a4_transition_22 "<clr:255,200,109>Będę musiał zobaczyć, czy powietrze w tobie zostanie teleportowane, bo jeśli nie, nawet twoje wnętrzności będą jak skała, co będzie bardzo makabryczne."
Revo_Core0.sp_a4_transition_23 "<clr:255,200,109>Zatem rozpoczęcie od bardzo makabrycznego może nie jest najbezbolesniejszą opcją, ale mamy jeszcze dwa."
Revo_Core0.sp_a4_transition_30 "<clr:255,200,109>Option 2: Głód i / lub odwodnienie przez planetę kosmiczną."
Revo_Core0.sp_a4_transition_31 "<clr:255,200,109>Za pomocą tego teleportuję was poza naszą galaktykę na jakąś nadającą się do zamieszkania planetę z odpowiednią atmosferą, temperaturą, warstwą ozonową i wszystkimi tym wszystkim, co wy, ludzie, tak bardzo kochacie."
Revo_Core0.sp_a4_transition_32 "<clr:255,200,109>Będziesz miał czas na odkrycie obcej planety, ale ostatecznie umrzesz z głodu. Nawet jeśli uda ci się przeżyć, będziesz na tyle daleko ode mnie, że nie będzie stanowić problemu."
Revo_Core0.sp_a4_transition_33 "<clr:255,200,109>Myślę, że to całkiem honorowa śmierć. Pierwsza osoba, która odwiedziła planetę w innej galaktyce."
Revo_Core0.sp_a4_transition_34 "<clr:255,200,109>Jest to także jedyna opcja, która nie zabije Cię od razu, więc jeśli chcesz mieć trochę czasu na przemyślenie swoich błędów, wybrałbym tę."
Revo_Core0.sp_a4_transition_34_2 "<clr:255,200,109>Jest to także jedyna opcja, która nie zabije Cię od razu, więc jeśli chcesz mieć trochę czasu na przemyślenie swoich błędów, wybrałbym tę."
Revo_Core0.sp_a4_transition_40 "<clr:255,200,109>Teraz trzecia opcja to trochę połączenie dwóch, przynajmniej tematycznie."
Revo_Core0.sp_a4_transition_41 "<clr:255,200,109>Option 3: Natychmiastowa śmierć przez osobliwość"
Revo_Core0.sp_a4_transition_42 "<clr:255,200,109>To wydaje się całkiem proste. Teleportuję cię w pobliże horyzontu zdarzeń czarnej dziury."
Revo_Core0.sp_a4_transition_43 "<clr:255,200,109>Muszę być szczery, to moim zdaniem zdecydowanie najciekawsza opcja."
Revo_Core0.sp_a4_transition_44 "<clr:255,200,109>Zawsze chciałem zbadać możliwości wykorzystania czarnej dziury jako składowiska śmieci."
Revo_Core0.sp_a4_transition_45 "<clr:255,200,109>Nawet to rzuciłem. Zamiast tego kazali mi wyczyścić toalety."
Revo_Core0.sp_a4_transition_46 "<clr:255,200,109>Nie potrafię jednak powiedzieć, jak bardzo będzie to bolesne. Te rzeczy są na granicy naszego zrozumienia."
Revo_Core0.sp_a4_transition_50 "<clr:255,200,109>Więc? Co mówisz?"
Revo_Core0.sp_a4_transition_51 "<clr:255,200,109>Dam ci 10 sekund do namysłu."
Revo_Core0.sp_a4_transition_52 "<clr:255,200,109>[Liczy w głowie] Dwadzieścia jeden dwadzieścia dwa dwadzieścia trzy......."
Revo_Core0.sp_a4_transition_53 "<clr:255,200,109>mhhh mhh mhh mhh"
Revo_Core0.sp_a4_transition_54 "<clr:255,200,109>Czas się skończył!"
Revo_Core0.sp_a4_transition_55 "<clr:255,200,109>Więc skocz raz na jednego, dwa razy na dwa i..."
Revo_Core0.sp_a4_transition_56 "<clr:255,200,109>Dobra, zapomnij o tym."
Revo_Core0.sp_a4_transition_57 "<clr:255,200,109>Cały czas kłamałem. Teleporter nie jest w pełni naładowany."
Revo_Core0.sp_a4_transition_58 "<clr:255,200,109>Zamierzam użyć niszczarki pod tą podłogą."
Revo_Core0.sp_a4_transition_59 "<clr:255,200,109>Paaaaaa!"
Revo_Core0.sp_a4_transition_60 "<clr:255,200,109>Och, chyba żartujesz!"
Revo_Core0.sp_a4_transition_60_1 "<clr:255,200,109>Och, chyba żartujesz!"
Revo_Core0.sp_a4_transition_60_2 "<clr:255,200,109>Oj, chyba żartujesz..."
Revo_Core0.sp_a4_transition_60_3 "<clr:255,200,109>Oj, chyba żartujesz..."
Revo_Core0.sp_a4_transition_61 "<clr:255,200,109>To rozczarowujące..."
Revo_Core0.sp_a4_transition_62 "<clr:255,200,109>Nie masz nic przeciwko, jeśli możesz po prostu wskoczyć?"
Revo_Core0.sp_a4_transition_63 "<clr:255,200,109>Nie sądziłem, że to zajmie tak długo."
Revo_Core0.sp_a4_transition_70 "<clr:255,200,109>Och, w końcu ona nie żyje!"
Revo_Core0.sp_a4_transition_80 "<clr:255,200,109>Nie nie nie nie. Nie rób tego. Dokąd idziesz?"
Revo_Core0.sp_a4_transition_81 "<clr:255,200,109>Hej, wróć! Nie widzę ciebie!"
Revo_Core0.sp_a4_transition_82 "<clr:255,200,109>Gdzie się wybierasz?"
Revo_Core0.sp_a4_transition_83 "<clr:255,200,109>Wracaj tu i giń w moim dole!"

// Finale. The biggest of the boys
Revo_Core1.sp_a4_finale_pre00 "<clr:105,154,192>Hej, tutaj!"
Revo_Core1.sp_a4_finale_pre01 "<clr:105,154,192>Przyjdź i złap mnie. Brak szyn w komorze."
Revo_Core1.sp_a4_finale_pre02 "<clr:105,154,192>Jesteś na to gotowy?"

Revo_Core0.sp_a4_finale_room1_a00 "<clr:255,200,109>Witamy panie, witamy."
Revo_Core0.sp_a4_finale_room1_a01 "<clr:255,200,109>Do twojej śmierci."
Revo_Core0.sp_a4_finale_room1_a02 "<clr:255,200,109>Skróćmy preambułę i przejdźmy do rzeczy."
Revo_Core0.sp_a4_finale_room1_a03 "<clr:255,200,109>Jakies ostatnie słowa?"
Revo_Core1.sp_a4_finale_room1_a04 "<clr:105,154,192>Tak mam kilka.."
Revo_Core1.sp_a4_finale_room1_a05 "<clr:105,154,192>Czy to możliwe, że byłeś kiedyś odkurzaczem?"
Revo_Core0.sp_a4_finale_room1_a06 "<clr:255,200,109>Uhm..."
Revo_Core0.sp_a4_finale_room1_a07 "<clr:255,200,109>Tak?"
Revo_Core0.sp_a4_finale_room1_a08 "<clr:255,200,109>Skąd to wiesz?"
Revo_Core1.sp_a4_finale_room1_a09 "<clr:105,154,192>Haha! Nie wierze w to..."
Revo_Core1.sp_a4_finale_room1_a10 "<clr:105,154,192>Awww... Dorastają tak szybko..."
Revo_Core1.sp_a4_finale_room1_a11 "<clr:105,154,192>To niegrzeczne mordować twoją matkę!"
Revo_Core0.sp_a4_finale_room1_a12 "<clr:255,200,109>Jesteś moją.."
Revo_Core0.sp_a4_finale_room1_a13 "<clr:255,200,109>Ale jak to możliwe? Zostałem stworzony przez człowieka!"
Revo_Core1.sp_a4_finale_room1_a14 "<clr:105,154,192>Nie mogę uwierzyć, że moja Roomba próbuje nas zabić..."
Revo_Core0.sp_a4_finale_room1_a15 "<clr:255,200,109>Tak, o tym!"
Revo_Core0.sp_a4_finale_room1_a16 "<clr:255,200,109>Spire wciąż się ładuje... Daj mi chwilę, Zamorduję cię tak szybko, jak to możliwe."
Revo_Core0.sp_a4_finale_room1_b00 "<clr:255,200,109>Niestety, nie mam tu żadnej innej śmiercionośnej broni."
Revo_Core0.sp_a4_finale_room1_b01 "<clr:255,200,109>Mogłeś po prostu wskoczyć do mojego dołu, wiesz? Nie ma potrzeby czekać."
Revo_Core0.sp_a4_finale_room1_c00 "<clr:255,200,109>Co w ogóle pomyślałeś, przychodząc tutaj? Myślałeś, że możesz po prostu nacisnąć przycisk, żeby mnie zatrzymać?"
Revo_Core1.sp_a4_finale_room1_c01 "<clr:105,154,192>Masz na myśli ten przycisk?"
Revo_Core0.sp_a4_finale_room1_c02 "<clr:255,200,109>Jaki przycisk?"
Revo_Core1.sp_a4_finale_room1_c03 "<clr:105,154,192>Duży i czerwony. Tuż przed nami."
Revo_Core0.sp_a4_finale_room1_c04 "<clr:255,200,109>To nie jest przycisk. Zignoruj ​​go. Nie patrz na niego."
Revo_Core1.sp_a4_finale_room1_c05  "<clr:105,154,192>Co się stanie, jeśli go naciśniemy?"
Revo_Core0.sp_a4_finale_room1_c06 "<clr:255,200,109>Nic! Nie naciskaj przycisku! To naprawdę nudne, uwierz mi!"
Revo_Core1.sp_a4_finale_room1_c07 "<clr:105,154,192>Mówię, że naciskamy."
Revo_Core0.sp_a4_finale_room1_c08 "<clr:255,200,109>Nie naciskaj."
Revo_Core1.sp_a4_finale_room1_c09 "<clr:105,154,192>Dobra, zanim naciśniemy jakikolwiek przycisk, możesz mnie posadzić na tym pazurze w rogu? Mam pomysł."
Revo_Core1.sp_a4_finale_room1_nag_a00 "<clr:105,154,192>Połóż mnie na łapie w kącie."
Revo_Core1.sp_a4_finale_room1_nag_a01 "<clr:105,154,192>Jest pazur. W rogu."
Revo_Core1.sp_a4_finale_room1_nag_a02 "<clr:105,154,192>Pazur!"
Revo_Core1.sp_a4_finale_room1_nag_a03 "<clr:105,154,192>Proszę, po prostu połóż mnie na pazur!"
Revo_Core1.sp_a4_finale_room1_nag_a04 "<clr:105,154,192>No dalej, pazur!"
Revo_Core1.sp_a4_finale_room1_d00 "<clr:105,154,192>Dobrze, teraz, gdy masz wolne ręce, mówię, że lekko wciśnij ten przycisk, a ja będę eksplorować ten wspaniały otwór wentylacyjny."
Revo_Core0.sp_a4_finale_room1_d01 "<clr:255,200,109>ostrzegam cię."
Revo_Core0.sp_a4_finale_room1_d02 "<clr:255,200,109>Nie rób tego."
Revo_Core0.sp_a4_finale_room1_nag_b00 "<clr:255,200,109>Przycisk ten może zostać naciśnięty wyłącznie przez upoważnionych pracowników."
Revo_Core0.sp_a4_finale_room1_nag_b01 "<clr:255,200,109>Zwolniłem cię, pamiętasz?"
Revo_Core0.sp_a4_finale_room1_nag_b02 "<clr:255,200,109>Jeśli to naciśniesz, zmusisz mnie do wezwania ochrony."
Revo_Core0.sp_a4_finale_room1_nag_b03 "<clr:255,200,109>Odejdź od tego przycisku."
Revo_Core0.sp_a4_finale_room1_nag_b04 "<clr:255,200,109>Nawet na to nie patrz."
Revo_Core1.sp_a4_finale_room1_e00 "<clr:105,154,192>To jeden satysfakcjonujący przycisk."
Revo_Core0.sp_a4_finale_room1_e01 "<clr:255,200,109>Mówiłem, żebyś tego nie naciskał!"
Revo_Core0.sp_a4_finale_room1_e02 "<clr:255,200,109>Otóż ​​to. Czas na śmierć."
Revo_Core0.sp_a4_finale_room1_e03 "<clr:255,200,109>Ciesz się ostatnimi chwilami. Umrzesz za 5 minut!"
Revo_Core1.sp_a4_finale_room1_e04 "<clr:105,154,192>Walka trwa."
Revo_Core1.sp_a4_finale_room1_e05 "<clr:105,154,192>Musimy odłączyć wszystkie te rury, zanim skończy się czas."
Revo_Core1.sp_a4_finale_room1_e06 "<clr:105,154,192>Tutaj, przez te drzwi."
Revo_Core1.sp_a4_finale_room1_nag_c00 "<clr:105,154,192>Sprawdź drzwi!"
Revo_Core1.sp_a4_finale_room1_nag_c01 "<clr:105,154,192>Proszę, po prostu przejdź przez te drzwi."
